Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-07-21T00:00:00+02:00,4133391,16492
Bayern,09,2022-07-21T00:00:00+02:00,5506015,24714
Berlin,11,2022-07-21T00:00:00+02:00,1162698,4681
Brandenburg,12,2022-07-21T00:00:00+02:00,864039,5752
Bremen,04,2022-07-21T00:00:00+02:00,233231,804
Hamburg,02,2022-07-21T00:00:00+02:00,675907,2785
Hessen,06,2022-07-21T00:00:00+02:00,2228709,10564
Mecklenburg-Vorpommern,13,2022-07-21T00:00:00+02:00,543677,2293
Niedersachsen,03,2022-07-21T00:00:00+02:00,2873894,9890
Nordrhein-Westfalen,05,2022-07-21T00:00:00+02:00,6125946,26148
Rheinland-Pfalz,07,2022-07-21T00:00:00+02:00,1345490,5867
Saarland,10,2022-07-21T00:00:00+02:00,371260,1751
Sachsen,14,2022-07-21T00:00:00+02:00,1625044,15659
Sachsen-Anhalt,15,2022-07-21T00:00:00+02:00,777042,5450
Schleswig-Holstein,01,2022-07-21T00:00:00+02:00,914535,2685
Thüringen,16,2022-07-21T00:00:00+02:00,750425,7413
