Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-10-04T00:00:00+02:00,4520888,17308
Bayern,09,2022-10-04T00:00:00+02:00,6069416,25845
Berlin,11,2022-10-04T00:00:00+02:00,1268287,4834
Brandenburg,12,2022-10-04T00:00:00+02:00,960839,5919
Bremen,04,2022-10-04T00:00:00+02:00,260679,839
Hamburg,02,2022-10-04T00:00:00+02:00,729744,3064
Hessen,06,2022-10-04T00:00:00+02:00,2522763,11099
Mecklenburg-Vorpommern,13,2022-10-04T00:00:00+02:00,609903,2461
Niedersachsen,03,2022-10-04T00:00:00+02:00,3229605,10830
Nordrhein-Westfalen,05,2022-10-04T00:00:00+02:00,6828814,27508
Rheinland-Pfalz,07,2022-10-04T00:00:00+02:00,1521060,6185
Saarland,10,2022-10-04T00:00:00+02:00,417623,1858
Sachsen,14,2022-10-04T00:00:00+02:00,1772480,16040
Sachsen-Anhalt,15,2022-10-04T00:00:00+02:00,848101,5721
Schleswig-Holstein,01,2022-10-04T00:00:00+02:00,1019694,2898
Thüringen,16,2022-10-04T00:00:00+02:00,806333,7655
