Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-05T00:00:00+02:00,43259,1865
Bayern,2020-09-05T00:00:00+02:00,58692,2641
Berlin,2020-09-05T00:00:00+02:00,11623,226
Brandenburg,2020-09-05T00:00:00+02:00,3923,169
Bremen,2020-09-05T00:00:00+02:00,2056,58
Hamburg,2020-09-05T00:00:00+02:00,6451,267
Hessen,2020-09-05T00:00:00+02:00,15978,535
Mecklenburg-Vorpommern,2020-09-05T00:00:00+02:00,1023,20
Niedersachsen,2020-09-05T00:00:00+02:00,17210,665
Nordrhein-Westfalen,2020-09-05T00:00:00+02:00,60085,1823
Rheinland-Pfalz,2020-09-05T00:00:00+02:00,9305,243
Saarland,2020-09-05T00:00:00+02:00,3189,174
Sachsen,2020-09-05T00:00:00+02:00,6138,225
Sachsen-Anhalt,2020-09-05T00:00:00+02:00,2274,66
Schleswig-Holstein,2020-09-05T00:00:00+02:00,4115,161
Thüringen,2020-09-05T00:00:00+02:00,3676,186
