Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-12-08T00:00:00+01:00,168265,3098
Bayern,09,2020-12-08T00:00:00+01:00,234614,4411
Berlin,11,2020-12-08T00:00:00+01:00,72082,699
Brandenburg,12,2020-12-08T00:00:00+01:00,22741,422
Bremen,04,2020-12-08T00:00:00+01:00,10859,139
Hamburg,02,2020-12-08T00:00:00+01:00,27081,425
Hessen,06,2020-12-08T00:00:00+01:00,97899,1529
Mecklenburg-Vorpommern,13,2020-12-08T00:00:00+01:00,6835,78
Niedersachsen,03,2020-12-08T00:00:00+01:00,78296,1277
Nordrhein-Westfalen,05,2020-12-08T00:00:00+01:00,290668,4064
Rheinland-Pfalz,07,2020-12-08T00:00:00+01:00,49762,681
Saarland,10,2020-12-08T00:00:00+01:00,14173,276
Sachsen,14,2020-12-08T00:00:00+01:00,71636,1307
Sachsen-Anhalt,15,2020-12-08T00:00:00+01:00,15396,215
Schleswig-Holstein,01,2020-12-08T00:00:00+01:00,15964,269
Thüringen,16,2020-12-08T00:00:00+01:00,21438,452
