Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-14T00:00:00+01:00,2484281,14652
Bayern,09,2022-03-14T00:00:00+01:00,3252634,21888
Berlin,11,2022-03-14T00:00:00+01:00,798492,4297
Brandenburg,12,2022-03-14T00:00:00+01:00,589471,5293
Bremen,04,2022-03-14T00:00:00+01:00,125518,694
Hamburg,02,2022-03-14T00:00:00+01:00,378582,2341
Hessen,06,2022-03-14T00:00:00+01:00,1194250,9364
Mecklenburg-Vorpommern,13,2022-03-14T00:00:00+01:00,302133,1857
Niedersachsen,03,2022-03-14T00:00:00+01:00,1270292,7688
Nordrhein-Westfalen,05,2022-03-14T00:00:00+01:00,3530265,22798
Rheinland-Pfalz,07,2022-03-14T00:00:00+01:00,687457,5103
Saarland,10,2022-03-14T00:00:00+01:00,191376,1439
Sachsen,14,2022-03-14T00:00:00+01:00,1070681,14444
Sachsen-Anhalt,15,2022-03-14T00:00:00+01:00,489931,4859
Schleswig-Holstein,01,2022-03-14T00:00:00+01:00,385242,2187
Thüringen,16,2022-03-14T00:00:00+01:00,483124,6686
