Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-11-04T00:00:00+01:00,4827631,17770
Bayern,09,2022-11-04T00:00:00+01:00,6472011,26579
Berlin,11,2022-11-04T00:00:00+01:00,1336751,4965
Brandenburg,12,2022-11-04T00:00:00+01:00,1033035,6070
Bremen,04,2022-11-04T00:00:00+01:00,278607,867
Hamburg,02,2022-11-04T00:00:00+01:00,762411,3159
Hessen,06,2022-11-04T00:00:00+01:00,2744201,11458
Mecklenburg-Vorpommern,13,2022-11-04T00:00:00+01:00,656613,2534
Niedersachsen,03,2022-11-04T00:00:00+01:00,3489972,11335
Nordrhein-Westfalen,05,2022-11-04T00:00:00+01:00,7342235,28294
Rheinland-Pfalz,07,2022-11-04T00:00:00+01:00,1655756,6389
Saarland,10,2022-11-04T00:00:00+01:00,461708,1933
Sachsen,14,2022-11-04T00:00:00+01:00,1872315,16233
Sachsen-Anhalt,15,2022-11-04T00:00:00+01:00,907086,5877
Schleswig-Holstein,01,2022-11-04T00:00:00+01:00,1092977,3042
Thüringen,16,2022-11-04T00:00:00+01:00,851603,7823
