Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-10T00:00:00+02:00,34965,1798
Bayern,2020-06-10T00:00:00+02:00,47479,2531
Berlin,2020-06-10T00:00:00+02:00,7082,206
Brandenburg,2020-06-10T00:00:00+02:00,3309,160
Bremen,2020-06-10T00:00:00+02:00,1547,43
Hamburg,2020-06-10T00:00:00+02:00,5121,254
Hessen,2020-06-10T00:00:00+02:00,10256,485
Mecklenburg-Vorpommern,2020-06-10T00:00:00+02:00,777,20
Niedersachsen,2020-06-10T00:00:00+02:00,12626,607
Nordrhein-Westfalen,2020-06-10T00:00:00+02:00,38845,1636
Rheinland-Pfalz,2020-06-10T00:00:00+02:00,6810,231
Saarland,2020-06-10T00:00:00+02:00,2763,167
Sachsen,2020-06-10T00:00:00+02:00,5337,217
Sachsen-Anhalt,2020-06-10T00:00:00+02:00,1721,56
Schleswig-Holstein,2020-06-10T00:00:00+02:00,3115,148
Thüringen,2020-06-10T00:00:00+02:00,3108,170
