Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-25T00:00:00+02:00,518705,10456
Bayern,09,2021-08-25T00:00:00+02:00,668081,15393
Berlin,11,2021-08-25T00:00:00+02:00,190253,3595
Brandenburg,12,2021-08-25T00:00:00+02:00,110973,3822
Bremen,04,2021-08-25T00:00:00+02:00,28820,498
Hamburg,02,2021-08-25T00:00:00+02:00,83784,1640
Hessen,06,2021-08-25T00:00:00+02:00,303606,7622
Mecklenburg-Vorpommern,13,2021-08-25T00:00:00+02:00,45763,1187
Niedersachsen,03,2021-08-25T00:00:00+02:00,273392,5845
Nordrhein-Westfalen,05,2021-08-25T00:00:00+02:00,870356,17383
Rheinland-Pfalz,07,2021-08-25T00:00:00+02:00,162644,3921
Saarland,10,2021-08-25T00:00:00+02:00,43705,1031
Sachsen,14,2021-08-25T00:00:00+02:00,288605,10159
Sachsen-Anhalt,15,2021-08-25T00:00:00+02:00,100415,3471
Schleswig-Holstein,01,2021-08-25T00:00:00+02:00,70071,1644
Thüringen,16,2021-08-25T00:00:00+02:00,130000,4394
