Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-18T00:00:00+02:00,36342,1838
Bayern,2020-07-18T00:00:00+02:00,49702,2616
Berlin,2020-07-18T00:00:00+02:00,8748,221
Brandenburg,2020-07-18T00:00:00+02:00,3476,167
Bremen,2020-07-18T00:00:00+02:00,1709,55
Hamburg,2020-07-18T00:00:00+02:00,5237,261
Hessen,2020-07-18T00:00:00+02:00,11371,514
Mecklenburg-Vorpommern,2020-07-18T00:00:00+02:00,806,20
Niedersachsen,2020-07-18T00:00:00+02:00,13952,644
Nordrhein-Westfalen,2020-07-18T00:00:00+02:00,45910,1712
Rheinland-Pfalz,2020-07-18T00:00:00+02:00,7293,238
Saarland,2020-07-18T00:00:00+02:00,2828,174
Sachsen,2020-07-18T00:00:00+02:00,5488,225
Sachsen-Anhalt,2020-07-18T00:00:00+02:00,1939,62
Schleswig-Holstein,2020-07-18T00:00:00+02:00,3251,154
Thüringen,2020-07-18T00:00:00+02:00,3320,182
