Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-26T00:00:00+02:00,36819,1841
Bayern,2020-07-26T00:00:00+02:00,50282,2619
Berlin,2020-07-26T00:00:00+02:00,8991,223
Brandenburg,2020-07-26T00:00:00+02:00,3524,168
Bremen,2020-07-26T00:00:00+02:00,1746,55
Hamburg,2020-07-26T00:00:00+02:00,5304,261
Hessen,2020-07-26T00:00:00+02:00,11680,518
Mecklenburg-Vorpommern,2020-07-26T00:00:00+02:00,843,20
Niedersachsen,2020-07-26T00:00:00+02:00,14223,648
Nordrhein-Westfalen,2020-07-26T00:00:00+02:00,47430,1728
Rheinland-Pfalz,2020-07-26T00:00:00+02:00,7420,238
Saarland,2020-07-26T00:00:00+02:00,2850,174
Sachsen,2020-07-26T00:00:00+02:00,5512,225
Sachsen-Anhalt,2020-07-26T00:00:00+02:00,1986,63
Schleswig-Holstein,2020-07-26T00:00:00+02:00,3318,155
Thüringen,2020-07-26T00:00:00+02:00,3341,182
