Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-09-14T00:00:00+02:00,9559,181
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-09-14T00:00:00+02:00,2416,69
Biberach,Baden-Württemberg,08426000,2021-09-14T00:00:00+02:00,9574,182
Bodenseekreis,Baden-Württemberg,08435000,2021-09-14T00:00:00+02:00,8557,161
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-09-14T00:00:00+02:00,9481,193
Böblingen,Baden-Württemberg,08115000,2021-09-14T00:00:00+02:00,18797,276
Calw,Baden-Württemberg,08235000,2021-09-14T00:00:00+02:00,8957,186
Emmendingen,Baden-Württemberg,08316000,2021-09-14T00:00:00+02:00,6639,158
Enzkreis,Baden-Württemberg,08236000,2021-09-14T00:00:00+02:00,10307,260
Esslingen,Baden-Württemberg,08116000,2021-09-14T00:00:00+02:00,28548,560
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-09-14T00:00:00+02:00,8418,164
Freudenstadt,Baden-Württemberg,08237000,2021-09-14T00:00:00+02:00,5809,162
Göppingen,Baden-Württemberg,08117000,2021-09-14T00:00:00+02:00,14013,248
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-09-14T00:00:00+02:00,5716,65
Heidenheim,Baden-Württemberg,08135000,2021-09-14T00:00:00+02:00,6738,163
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-09-14T00:00:00+02:00,9657,138
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-09-14T00:00:00+02:00,17644,203
Hohenlohekreis,Baden-Württemberg,08126000,2021-09-14T00:00:00+02:00,6219,135
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-09-14T00:00:00+02:00,11880,224
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-09-14T00:00:00+02:00,20460,482
