Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-09T00:00:00+02:00,507876,10430
Bayern,09,2021-08-09T00:00:00+02:00,656067,15359
Berlin,11,2021-08-09T00:00:00+02:00,184204,3585
Brandenburg,12,2021-08-09T00:00:00+02:00,109611,3818
Bremen,04,2021-08-09T00:00:00+02:00,28083,493
Hamburg,02,2021-08-09T00:00:00+02:00,80236,1626
Hessen,06,2021-08-09T00:00:00+02:00,296371,7593
Mecklenburg-Vorpommern,13,2021-08-09T00:00:00+02:00,44740,1183
Niedersachsen,03,2021-08-09T00:00:00+02:00,266789,5819
Nordrhein-Westfalen,05,2021-08-09T00:00:00+02:00,834235,17305
Rheinland-Pfalz,07,2021-08-09T00:00:00+02:00,158460,3911
Saarland,10,2021-08-09T00:00:00+02:00,42464,1030
Sachsen,14,2021-08-09T00:00:00+02:00,287005,10140
Sachsen-Anhalt,15,2021-08-09T00:00:00+02:00,99719,3468
Schleswig-Holstein,01,2021-08-09T00:00:00+02:00,66704,1640
Thüringen,16,2021-08-09T00:00:00+02:00,129385,4384
