Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-15T00:00:00+02:00,476489,9686
Bayern,09,2021-05-15T00:00:00+02:00,623854,14576
Berlin,11,2021-05-15T00:00:00+02:00,175019,3399
Brandenburg,12,2021-05-15T00:00:00+02:00,106281,3673
Bremen,04,2021-05-15T00:00:00+02:00,26472,468
Hamburg,02,2021-05-15T00:00:00+02:00,74824,1531
Hessen,06,2021-05-15T00:00:00+02:00,278351,7118
Mecklenburg-Vorpommern,13,2021-05-15T00:00:00+02:00,42792,1075
Niedersachsen,03,2021-05-15T00:00:00+02:00,251472,5469
Nordrhein-Westfalen,05,2021-05-15T00:00:00+02:00,782511,16222
Rheinland-Pfalz,07,2021-05-15T00:00:00+02:00,148396,3639
Saarland,10,2021-05-15T00:00:00+02:00,39460,977
Sachsen,14,2021-05-15T00:00:00+02:00,277434,9372
Sachsen-Anhalt,15,2021-05-15T00:00:00+02:00,96166,3216
Schleswig-Holstein,01,2021-05-15T00:00:00+02:00,61468,1553
Thüringen,16,2021-05-15T00:00:00+02:00,123945,4051
