Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-11T00:00:00+02:00,35002,1801
Bayern,2020-06-11T00:00:00+02:00,47536,2536
Berlin,2020-06-11T00:00:00+02:00,7138,208
Brandenburg,2020-06-11T00:00:00+02:00,3352,161
Bremen,2020-06-11T00:00:00+02:00,1565,43
Hamburg,2020-06-11T00:00:00+02:00,5125,254
Hessen,2020-06-11T00:00:00+02:00,10296,489
Mecklenburg-Vorpommern,2020-06-11T00:00:00+02:00,778,20
Niedersachsen,2020-06-11T00:00:00+02:00,12727,610
Nordrhein-Westfalen,2020-06-11T00:00:00+02:00,38983,1641
Rheinland-Pfalz,2020-06-11T00:00:00+02:00,6827,231
Saarland,2020-06-11T00:00:00+02:00,2766,167
Sachsen,2020-06-11T00:00:00+02:00,5346,219
Sachsen-Anhalt,2020-06-11T00:00:00+02:00,1728,56
Schleswig-Holstein,2020-06-11T00:00:00+02:00,3117,148
Thüringen,2020-06-11T00:00:00+02:00,3130,171
