Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-10-31T00:00:00+01:00,4807787,17710
Bayern,09,2022-10-31T00:00:00+01:00,6448534,26478
Berlin,11,2022-10-31T00:00:00+01:00,1329189,4927
Brandenburg,12,2022-10-31T00:00:00+01:00,1025787,6037
Bremen,04,2022-10-31T00:00:00+01:00,276480,863
Hamburg,02,2022-10-31T00:00:00+01:00,756924,3131
Hessen,06,2022-10-31T00:00:00+01:00,2725200,11381
Mecklenburg-Vorpommern,13,2022-10-31T00:00:00+01:00,651190,2526
Niedersachsen,03,2022-10-31T00:00:00+01:00,3461732,11213
Nordrhein-Westfalen,05,2022-10-31T00:00:00+01:00,7283569,28140
Rheinland-Pfalz,07,2022-10-31T00:00:00+01:00,1646832,6365
Saarland,10,2022-10-31T00:00:00+01:00,459311,1917
Sachsen,14,2022-10-31T00:00:00+01:00,1863922,16208
Sachsen-Anhalt,15,2022-10-31T00:00:00+01:00,902073,5842
Schleswig-Holstein,01,2022-10-31T00:00:00+01:00,1084575,3011
Thüringen,16,2022-10-31T00:00:00+01:00,848026,7795
