Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-03T00:00:00+02:00,16059,285
Bayern,2020-04-03T00:00:00+02:00,20237,307
Berlin,2020-04-03T00:00:00+02:00,3202,20
Brandenburg,2020-04-03T00:00:00+02:00,1075,9
Bremen,2020-04-03T00:00:00+02:00,341,6
Hamburg,2020-04-03T00:00:00+02:00,2596,16
Hessen,2020-04-03T00:00:00+02:00,3993,33
Mecklenburg-Vorpommern,2020-04-03T00:00:00+02:00,468,4
Niedersachsen,2020-04-03T00:00:00+02:00,5081,65
Nordrhein-Westfalen,2020-04-03T00:00:00+02:00,16606,178
Rheinland-Pfalz,2020-04-03T00:00:00+02:00,3362,26
Saarland,2020-04-03T00:00:00+02:00,1079,12
Sachsen,2020-04-03T00:00:00+02:00,2336,21
Sachsen-Anhalt,2020-04-03T00:00:00+02:00,836,11
Schleswig-Holstein,2020-04-03T00:00:00+02:00,1443,15
Thüringen,2020-04-03T00:00:00+02:00,982,9
