Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-25T00:00:00+02:00,36819,1841
Bayern,2020-07-25T00:00:00+02:00,50260,2619
Berlin,2020-07-25T00:00:00+02:00,8957,223
Brandenburg,2020-07-25T00:00:00+02:00,3524,168
Bremen,2020-07-25T00:00:00+02:00,1742,55
Hamburg,2020-07-25T00:00:00+02:00,5291,261
Hessen,2020-07-25T00:00:00+02:00,11649,518
Mecklenburg-Vorpommern,2020-07-25T00:00:00+02:00,843,20
Niedersachsen,2020-07-25T00:00:00+02:00,14222,648
Nordrhein-Westfalen,2020-07-25T00:00:00+02:00,47257,1728
Rheinland-Pfalz,2020-07-25T00:00:00+02:00,7409,238
Saarland,2020-07-25T00:00:00+02:00,2849,174
Sachsen,2020-07-25T00:00:00+02:00,5512,225
Sachsen-Anhalt,2020-07-25T00:00:00+02:00,1979,63
Schleswig-Holstein,2020-07-25T00:00:00+02:00,3311,155
Thüringen,2020-07-25T00:00:00+02:00,3340,182
