Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-10T00:00:00+02:00,22433,570
Bayern,2020-04-10T00:00:00+02:00,30363,703
Berlin,2020-04-10T00:00:00+02:00,4349,42
Brandenburg,2020-04-10T00:00:00+02:00,1691,37
Bremen,2020-04-10T00:00:00+02:00,454,13
Hamburg,2020-04-10T00:00:00+02:00,3551,53
Hessen,2020-04-10T00:00:00+02:00,5694,111
Mecklenburg-Vorpommern,2020-04-10T00:00:00+02:00,586,11
Niedersachsen,2020-04-10T00:00:00+02:00,7114,161
Nordrhein-Westfalen,2020-04-10T00:00:00+02:00,23028,446
Rheinland-Pfalz,2020-04-10T00:00:00+02:00,4440,51
Saarland,2020-04-10T00:00:00+02:00,1854,36
Sachsen,2020-04-10T00:00:00+02:00,3402,59
Sachsen-Anhalt,2020-04-10T00:00:00+02:00,1121,18
Schleswig-Holstein,2020-04-10T00:00:00+02:00,2029,38
Thüringen,2020-04-10T00:00:00+02:00,1416,24
