Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-11-21T00:00:00+01:00,754687,11454
Bayern,09,2021-11-21T00:00:00+01:00,1023128,16940
Berlin,11,2021-11-21T00:00:00+01:00,256080,3779
Brandenburg,12,2021-11-21T00:00:00+01:00,154772,4032
Bremen,04,2021-11-21T00:00:00+01:00,37806,541
Hamburg,02,2021-11-21T00:00:00+01:00,108344,1869
Hessen,06,2021-11-21T00:00:00+01:00,391531,8042
Mecklenburg-Vorpommern,13,2021-11-21T00:00:00+01:00,62762,1291
Niedersachsen,03,2021-11-21T00:00:00+01:00,353310,6237
Nordrhein-Westfalen,05,2021-11-21T00:00:00+01:00,1108296,18668
Rheinland-Pfalz,07,2021-11-21T00:00:00+01:00,215573,4213
Saarland,10,2021-11-21T00:00:00+01:00,56175,1095
Sachsen,14,2021-11-21T00:00:00+01:00,419221,10646
Sachsen-Anhalt,15,2021-11-21T00:00:00+01:00,135487,3688
Schleswig-Holstein,01,2021-11-21T00:00:00+01:00,91090,1772
Thüringen,16,2021-11-21T00:00:00+01:00,186680,4795
