Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-16T00:00:00+02:00,57455,1920
Bayern,2020-10-16T00:00:00+02:00,76680,2702
Berlin,2020-10-16T00:00:00+02:00,20088,239
Brandenburg,2020-10-16T00:00:00+02:00,5211,172
Bremen,2020-10-16T00:00:00+02:00,3377,62
Hamburg,2020-10-16T00:00:00+02:00,9456,278
Hessen,2020-10-16T00:00:00+02:00,24151,571
Mecklenburg-Vorpommern,2020-10-16T00:00:00+02:00,1590,20
Niedersachsen,2020-10-16T00:00:00+02:00,24724,710
Nordrhein-Westfalen,2020-10-16T00:00:00+02:00,86315,1936
Rheinland-Pfalz,2020-10-16T00:00:00+02:00,12884,262
Saarland,2020-10-16T00:00:00+02:00,4013,177
Sachsen,2020-10-16T00:00:00+02:00,9335,255
Sachsen-Anhalt,2020-10-16T00:00:00+02:00,3057,71
Schleswig-Holstein,2020-10-16T00:00:00+02:00,5510,163
Thüringen,2020-10-16T00:00:00+02:00,4711,196
