Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-15T00:00:00+02:00,3739088,16209
Bayern,09,2022-06-15T00:00:00+02:00,4994859,24208
Berlin,11,2022-06-15T00:00:00+02:00,1068535,4632
Brandenburg,12,2022-06-15T00:00:00+02:00,801641,5695
Bremen,04,2022-06-15T00:00:00+02:00,206619,782
Hamburg,02,2022-06-15T00:00:00+02:00,601407,2691
Hessen,06,2022-06-15T00:00:00+02:00,1930101,10248
Mecklenburg-Vorpommern,13,2022-06-15T00:00:00+02:00,496475,2244
Niedersachsen,03,2022-06-15T00:00:00+02:00,2463228,9469
Nordrhein-Westfalen,05,2022-06-15T00:00:00+02:00,5450720,25568
Rheinland-Pfalz,07,2022-06-15T00:00:00+02:00,1188281,5715
Saarland,10,2022-06-15T00:00:00+02:00,323674,1702
Sachsen,14,2022-06-15T00:00:00+02:00,1526396,15564
Sachsen-Anhalt,15,2022-06-15T00:00:00+02:00,726005,5383
Schleswig-Holstein,01,2022-06-15T00:00:00+02:00,774901,2580
Thüringen,16,2022-06-15T00:00:00+02:00,715499,7336
