Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-23T00:00:00+02:00,34345,1692
Bayern,2020-05-23T00:00:00+02:00,46132,2367
Berlin,2020-05-23T00:00:00+02:00,6614,190
Brandenburg,2020-05-23T00:00:00+02:00,3213,154
Bremen,2020-05-23T00:00:00+02:00,1296,41
Hamburg,2020-05-23T00:00:00+02:00,5063,240
Hessen,2020-05-23T00:00:00+02:00,9670,458
Mecklenburg-Vorpommern,2020-05-23T00:00:00+02:00,763,20
Niedersachsen,2020-05-23T00:00:00+02:00,11521,571
Nordrhein-Westfalen,2020-05-23T00:00:00+02:00,37139,1555
Rheinland-Pfalz,2020-05-23T00:00:00+02:00,6582,226
Saarland,2020-05-23T00:00:00+02:00,2709,157
Sachsen,2020-05-23T00:00:00+02:00,5219,204
Sachsen-Anhalt,2020-05-23T00:00:00+02:00,1692,54
Schleswig-Holstein,2020-05-23T00:00:00+02:00,3062,136
Thüringen,2020-05-23T00:00:00+02:00,2830,151
