Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-03-31T00:00:00+02:00,12334,165
Bayern,2020-03-31T00:00:00+02:00,14810,162
Berlin,2020-03-31T00:00:00+02:00,2575,13
Brandenburg,2020-03-31T00:00:00+02:00,798,2
Bremen,2020-03-31T00:00:00+02:00,294,4
Hamburg,2020-03-31T00:00:00+02:00,2191,9
Hessen,2020-03-31T00:00:00+02:00,3283,17
Mecklenburg-Vorpommern,2020-03-31T00:00:00+02:00,366,1
Niedersachsen,2020-03-31T00:00:00+02:00,4063,34
Nordrhein-Westfalen,2020-03-31T00:00:00+02:00,13225,117
Rheinland-Pfalz,2020-03-31T00:00:00+02:00,2726,19
Saarland,2020-03-31T00:00:00+02:00,782,7
Sachsen,2020-03-31T00:00:00+02:00,1882,12
Sachsen-Anhalt,2020-03-31T00:00:00+02:00,680,6
Schleswig-Holstein,2020-03-31T00:00:00+02:00,1120,9
Thüringen,2020-03-31T00:00:00+02:00,784,6
