Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-19T00:00:00+02:00,480953,9751
Bayern,09,2021-05-19T00:00:00+02:00,628742,14660
Berlin,11,2021-05-19T00:00:00+02:00,176035,3412
Brandenburg,12,2021-05-19T00:00:00+02:00,106927,3685
Bremen,04,2021-05-19T00:00:00+02:00,26625,469
Hamburg,02,2021-05-19T00:00:00+02:00,75144,1535
Hessen,06,2021-05-19T00:00:00+02:00,280751,7175
Mecklenburg-Vorpommern,13,2021-05-19T00:00:00+02:00,43222,1089
Niedersachsen,03,2021-05-19T00:00:00+02:00,253319,5515
Nordrhein-Westfalen,05,2021-05-19T00:00:00+02:00,789621,16356
Rheinland-Pfalz,07,2021-05-19T00:00:00+02:00,149657,3662
Saarland,10,2021-05-19T00:00:00+02:00,39870,981
Sachsen,14,2021-05-19T00:00:00+02:00,279227,9455
Sachsen-Anhalt,15,2021-05-19T00:00:00+02:00,96852,3245
Schleswig-Holstein,01,2021-05-19T00:00:00+02:00,61948,1570
Thüringen,16,2021-05-19T00:00:00+02:00,125202,4105
