Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-15T00:00:00+02:00,25438,767
Bayern,2020-04-15T00:00:00+02:00,34294,954
Berlin,2020-04-15T00:00:00+02:00,4722,62
Brandenburg,2020-04-15T00:00:00+02:00,1950,42
Bremen,2020-04-15T00:00:00+02:00,500,21
Hamburg,2020-04-15T00:00:00+02:00,3869,67
Hessen,2020-04-15T00:00:00+02:00,6347,173
Mecklenburg-Vorpommern,2020-04-15T00:00:00+02:00,624,11
Niedersachsen,2020-04-15T00:00:00+02:00,8019,224
Nordrhein-Westfalen,2020-04-15T00:00:00+02:00,25835,607
Rheinland-Pfalz,2020-04-15T00:00:00+02:00,5004,77
Saarland,2020-04-15T00:00:00+02:00,2145,58
Sachsen,2020-04-15T00:00:00+02:00,3819,73
Sachsen-Anhalt,2020-04-15T00:00:00+02:00,1223,26
Schleswig-Holstein,2020-04-15T00:00:00+02:00,2245,54
Thüringen,2020-04-15T00:00:00+02:00,1550,38
