Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-07-29T00:00:00+02:00,4232208,16587
Bayern,09,2022-07-29T00:00:00+02:00,5639782,24877
Berlin,11,2022-07-29T00:00:00+02:00,1181236,4708
Brandenburg,12,2022-07-29T00:00:00+02:00,879238,5770
Bremen,04,2022-07-29T00:00:00+02:00,238997,812
Hamburg,02,2022-07-29T00:00:00+02:00,686658,2820
Hessen,06,2022-07-29T00:00:00+02:00,2292272,10615
Mecklenburg-Vorpommern,13,2022-07-29T00:00:00+02:00,553453,2328
Niedersachsen,03,2022-07-29T00:00:00+02:00,2943925,9984
Nordrhein-Westfalen,05,2022-07-29T00:00:00+02:00,6243768,26348
Rheinland-Pfalz,07,2022-07-29T00:00:00+02:00,1380758,5914
Saarland,10,2022-07-29T00:00:00+02:00,381258,1767
Sachsen,14,2022-07-29T00:00:00+02:00,1651139,15692
Sachsen-Anhalt,15,2022-07-29T00:00:00+02:00,789977,5477
Schleswig-Holstein,01,2022-07-29T00:00:00+02:00,932492,2720
Thüringen,16,2022-07-29T00:00:00+02:00,760148,7436
