Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-23T00:00:00+02:00,35365,1826
Bayern,2020-06-23T00:00:00+02:00,47894,2571
Berlin,2020-06-23T00:00:00+02:00,7916,211
Brandenburg,2020-06-23T00:00:00+02:00,3407,164
Bremen,2020-06-23T00:00:00+02:00,1654,49
Hamburg,2020-06-23T00:00:00+02:00,5170,259
Hessen,2020-06-23T00:00:00+02:00,10613,501
Mecklenburg-Vorpommern,2020-06-23T00:00:00+02:00,792,20
Niedersachsen,2020-06-23T00:00:00+02:00,13312,619
Nordrhein-Westfalen,2020-06-23T00:00:00+02:00,41418,1665
Rheinland-Pfalz,2020-06-23T00:00:00+02:00,6919,234
Saarland,2020-06-23T00:00:00+02:00,2778,168
Sachsen,2020-06-23T00:00:00+02:00,5408,221
Sachsen-Anhalt,2020-06-23T00:00:00+02:00,1851,57
Schleswig-Holstein,2020-06-23T00:00:00+02:00,3136,152
Thüringen,2020-06-23T00:00:00+02:00,3229,178
