Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-06T00:00:00+02:00,43423,1865
Bayern,2020-09-06T00:00:00+02:00,59014,2642
Berlin,2020-09-06T00:00:00+02:00,11703,226
Brandenburg,2020-09-06T00:00:00+02:00,3927,169
Bremen,2020-09-06T00:00:00+02:00,2067,58
Hamburg,2020-09-06T00:00:00+02:00,6486,267
Hessen,2020-09-06T00:00:00+02:00,16098,535
Mecklenburg-Vorpommern,2020-09-06T00:00:00+02:00,1023,20
Niedersachsen,2020-09-06T00:00:00+02:00,17236,665
Nordrhein-Westfalen,2020-09-06T00:00:00+02:00,60257,1823
Rheinland-Pfalz,2020-09-06T00:00:00+02:00,9324,243
Saarland,2020-09-06T00:00:00+02:00,3197,174
Sachsen,2020-09-06T00:00:00+02:00,6147,225
Sachsen-Anhalt,2020-09-06T00:00:00+02:00,2281,66
Schleswig-Holstein,2020-09-06T00:00:00+02:00,4120,161
Thüringen,2020-09-06T00:00:00+02:00,3682,186
