Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-02T00:00:00+02:00,34796,1758
Bayern,2020-06-02T00:00:00+02:00,47029,2456
Berlin,2020-06-02T00:00:00+02:00,6839,198
Brandenburg,2020-06-02T00:00:00+02:00,3274,155
Bremen,2020-06-02T00:00:00+02:00,1436,42
Hamburg,2020-06-02T00:00:00+02:00,5098,253
Hessen,2020-06-02T00:00:00+02:00,10060,480
Mecklenburg-Vorpommern,2020-06-02T00:00:00+02:00,761,20
Niedersachsen,2020-06-02T00:00:00+02:00,12065,594
Nordrhein-Westfalen,2020-06-02T00:00:00+02:00,38100,1599
Rheinland-Pfalz,2020-06-02T00:00:00+02:00,6704,230
Saarland,2020-06-02T00:00:00+02:00,2730,163
Sachsen,2020-06-02T00:00:00+02:00,5309,211
Sachsen-Anhalt,2020-06-02T00:00:00+02:00,1707,55
Schleswig-Holstein,2020-06-02T00:00:00+02:00,3103,145
Thüringen,2020-06-02T00:00:00+02:00,3017,163
