Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-31T00:00:00+02:00,492255,9949
Bayern,09,2021-05-31T00:00:00+02:00,639245,14942
Berlin,11,2021-05-31T00:00:00+02:00,178218,3481
Brandenburg,12,2021-05-31T00:00:00+02:00,108220,3728
Bremen,04,2021-05-31T00:00:00+02:00,27084,473
Hamburg,02,2021-05-31T00:00:00+02:00,76208,1563
Hessen,06,2021-05-31T00:00:00+02:00,286586,7327
Mecklenburg-Vorpommern,13,2021-05-31T00:00:00+02:00,43840,1121
Niedersachsen,03,2021-05-31T00:00:00+02:00,258072,5609
Nordrhein-Westfalen,05,2021-05-31T00:00:00+02:00,805237,16725
Rheinland-Pfalz,07,2021-05-31T00:00:00+02:00,152717,3725
Saarland,10,2021-05-31T00:00:00+02:00,40724,1006
Sachsen,14,2021-05-31T00:00:00+02:00,283757,9683
Sachsen-Anhalt,15,2021-05-31T00:00:00+02:00,98405,3315
Schleswig-Holstein,01,2021-05-31T00:00:00+02:00,63056,1593
Thüringen,16,2021-05-31T00:00:00+02:00,127502,4202
