Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-15T00:00:00+02:00,36162,1838
Bayern,2020-07-15T00:00:00+02:00,49427,2613
Berlin,2020-07-15T00:00:00+02:00,8674,220
Brandenburg,2020-07-15T00:00:00+02:00,3465,167
Bremen,2020-07-15T00:00:00+02:00,1691,55
Hamburg,2020-07-15T00:00:00+02:00,5231,261
Hessen,2020-07-15T00:00:00+02:00,11217,514
Mecklenburg-Vorpommern,2020-07-15T00:00:00+02:00,804,20
Niedersachsen,2020-07-15T00:00:00+02:00,13848,642
Nordrhein-Westfalen,2020-07-15T00:00:00+02:00,45233,1708
Rheinland-Pfalz,2020-07-15T00:00:00+02:00,7222,236
Saarland,2020-07-15T00:00:00+02:00,2823,174
Sachsen,2020-07-15T00:00:00+02:00,5478,225
Sachsen-Anhalt,2020-07-15T00:00:00+02:00,1921,62
Schleswig-Holstein,2020-07-15T00:00:00+02:00,3229,154
Thüringen,2020-07-15T00:00:00+02:00,3301,182
