Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-28T00:00:00+02:00,35530,1829
Bayern,2020-06-28T00:00:00+02:00,48294,2592
Berlin,2020-06-28T00:00:00+02:00,8168,213
Brandenburg,2020-06-28T00:00:00+02:00,3417,165
Bremen,2020-06-28T00:00:00+02:00,1661,50
Hamburg,2020-06-28T00:00:00+02:00,5178,259
Hessen,2020-06-28T00:00:00+02:00,10761,506
Mecklenburg-Vorpommern,2020-06-28T00:00:00+02:00,801,20
Niedersachsen,2020-06-28T00:00:00+02:00,13478,628
Nordrhein-Westfalen,2020-06-28T00:00:00+02:00,42723,1674
Rheinland-Pfalz,2020-06-28T00:00:00+02:00,6974,235
Saarland,2020-06-28T00:00:00+02:00,2805,173
Sachsen,2020-06-28T00:00:00+02:00,5444,222
Sachsen-Anhalt,2020-06-28T00:00:00+02:00,1868,58
Schleswig-Holstein,2020-06-28T00:00:00+02:00,3147,152
Thüringen,2020-06-28T00:00:00+02:00,3250,181
