Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-18T00:00:00+01:00,337011,8478
Bayern,09,2021-03-18T00:00:00+01:00,465058,12906
Berlin,11,2021-03-18T00:00:00+01:00,136396,2955
Brandenburg,12,2021-03-18T00:00:00+01:00,81356,3208
Bremen,04,2021-03-18T00:00:00+01:00,19272,385
Hamburg,02,2021-03-18T00:00:00+01:00,55475,1337
Hessen,06,2021-03-18T00:00:00+01:00,201865,6108
Mecklenburg-Vorpommern,13,2021-03-18T00:00:00+01:00,27289,817
Niedersachsen,03,2021-03-18T00:00:00+01:00,179604,4666
Nordrhein-Westfalen,05,2021-03-18T00:00:00+01:00,567947,13803
Rheinland-Pfalz,07,2021-03-18T00:00:00+01:00,108086,3231
Saarland,10,2021-03-18T00:00:00+01:00,30408,914
Sachsen,14,2021-03-18T00:00:00+01:00,205416,8168
Sachsen-Anhalt,15,2021-03-18T00:00:00+01:00,66118,2612
Schleswig-Holstein,01,2021-03-18T00:00:00+01:00,46096,1393
Thüringen,16,2021-03-18T00:00:00+01:00,84871,3151
