Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-20T00:00:00+02:00,36342,1838
Bayern,2020-07-20T00:00:00+02:00,49775,2616
Berlin,2020-07-20T00:00:00+02:00,8779,221
Brandenburg,2020-07-20T00:00:00+02:00,3483,167
Bremen,2020-07-20T00:00:00+02:00,1720,55
Hamburg,2020-07-20T00:00:00+02:00,5240,261
Hessen,2020-07-20T00:00:00+02:00,11409,514
Mecklenburg-Vorpommern,2020-07-20T00:00:00+02:00,806,20
Niedersachsen,2020-07-20T00:00:00+02:00,14030,645
Nordrhein-Westfalen,2020-07-20T00:00:00+02:00,46075,1713
Rheinland-Pfalz,2020-07-20T00:00:00+02:00,7314,238
Saarland,2020-07-20T00:00:00+02:00,2830,174
Sachsen,2020-07-20T00:00:00+02:00,5488,225
Sachsen-Anhalt,2020-07-20T00:00:00+02:00,1950,62
Schleswig-Holstein,2020-07-20T00:00:00+02:00,3261,155
Thüringen,2020-07-20T00:00:00+02:00,3321,182
