Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-13T00:00:00+01:00,932965,12268
Bayern,09,2021-12-13T00:00:00+01:00,1246136,18583
Berlin,11,2021-12-13T00:00:00+01:00,297446,3924
Brandenburg,12,2021-12-13T00:00:00+01:00,210009,4327
Bremen,04,2021-12-13T00:00:00+01:00,42434,567
Hamburg,02,2021-12-13T00:00:00+01:00,122871,1926
Hessen,06,2021-12-13T00:00:00+01:00,445589,8320
Mecklenburg-Vorpommern,13,2021-12-13T00:00:00+01:00,85065,1375
Niedersachsen,03,2021-12-13T00:00:00+01:00,404962,6560
Nordrhein-Westfalen,05,2021-12-13T00:00:00+01:00,1274675,19495
Rheinland-Pfalz,07,2021-12-13T00:00:00+01:00,257311,4410
Saarland,10,2021-12-13T00:00:00+01:00,68236,1151
Sachsen,14,2021-12-13T00:00:00+01:00,591502,11685
Sachsen-Anhalt,15,2021-12-13T00:00:00+01:00,194507,3962
Schleswig-Holstein,01,2021-12-13T00:00:00+01:00,104875,1832
Thüringen,16,2021-12-13T00:00:00+01:00,253023,5369
