Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-06T00:00:00+01:00,322232,8251
Bayern,09,2021-03-06T00:00:00+01:00,444971,12622
Berlin,11,2021-03-06T00:00:00+01:00,131546,2888
Brandenburg,12,2021-03-06T00:00:00+01:00,77881,3085
Bremen,04,2021-03-06T00:00:00+01:00,18403,364
Hamburg,02,2021-03-06T00:00:00+01:00,52945,1306
Hessen,06,2021-03-06T00:00:00+01:00,192184,5930
Mecklenburg-Vorpommern,13,2021-03-06T00:00:00+01:00,25489,773
Niedersachsen,03,2021-03-06T00:00:00+01:00,168806,4437
Nordrhein-Westfalen,05,2021-03-06T00:00:00+01:00,542403,13363
Rheinland-Pfalz,07,2021-03-06T00:00:00+01:00,103873,3160
Saarland,10,2021-03-06T00:00:00+01:00,29415,890
Sachsen,14,2021-03-06T00:00:00+01:00,197358,7983
Sachsen-Anhalt,15,2021-03-06T00:00:00+01:00,62256,2486
Schleswig-Holstein,01,2021-03-06T00:00:00+01:00,43528,1324
Thüringen,16,2021-03-06T00:00:00+01:00,78789,2942
