Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-09T00:00:00+02:00,35932,1838
Bayern,2020-07-09T00:00:00+02:00,49023,2609
Berlin,2020-07-09T00:00:00+02:00,8537,216
Brandenburg,2020-07-09T00:00:00+02:00,3483,168
Bremen,2020-07-09T00:00:00+02:00,1684,54
Hamburg,2020-07-09T00:00:00+02:00,5230,261
Hessen,2020-07-09T00:00:00+02:00,11062,514
Mecklenburg-Vorpommern,2020-07-09T00:00:00+02:00,805,20
Niedersachsen,2020-07-09T00:00:00+02:00,13754,640
Nordrhein-Westfalen,2020-07-09T00:00:00+02:00,44492,1698
Rheinland-Pfalz,2020-07-09T00:00:00+02:00,7112,236
Saarland,2020-07-09T00:00:00+02:00,2809,174
Sachsen,2020-07-09T00:00:00+02:00,5466,225
Sachsen-Anhalt,2020-07-09T00:00:00+02:00,1898,60
Schleswig-Holstein,2020-07-09T00:00:00+02:00,3200,153
Thüringen,2020-07-09T00:00:00+02:00,3286,182
