Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-28T00:00:00+02:00,41248,1864
Bayern,2020-08-28T00:00:00+02:00,56639,2636
Berlin,2020-08-28T00:00:00+02:00,11011,226
Brandenburg,2020-08-28T00:00:00+02:00,3857,169
Bremen,2020-08-28T00:00:00+02:00,1958,56
Hamburg,2020-08-28T00:00:00+02:00,6167,266
Hessen,2020-08-28T00:00:00+02:00,15232,530
Mecklenburg-Vorpommern,2020-08-28T00:00:00+02:00,1001,20
Niedersachsen,2020-08-28T00:00:00+02:00,16506,660
Nordrhein-Westfalen,2020-08-28T00:00:00+02:00,58187,1808
Rheinland-Pfalz,2020-08-28T00:00:00+02:00,8874,243
Saarland,2020-08-28T00:00:00+02:00,3112,174
Sachsen,2020-08-28T00:00:00+02:00,5905,225
Sachsen-Anhalt,2020-08-28T00:00:00+02:00,2218,65
Schleswig-Holstein,2020-08-28T00:00:00+02:00,4000,160
Thüringen,2020-08-28T00:00:00+02:00,3592,186
