Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-01-13T00:00:00+01:00,4988372,18729
Bayern,09,2023-01-13T00:00:00+01:00,6633992,27774
Berlin,11,2023-01-13T00:00:00+01:00,1411749,5369
Brandenburg,12,2023-01-13T00:00:00+01:00,1099843,6377
Bremen,04,2023-01-13T00:00:00+01:00,299884,942
Hamburg,02,2023-01-13T00:00:00+01:00,800173,3454
Hessen,06,2023-01-13T00:00:00+01:00,2869148,12034
Mecklenburg-Vorpommern,13,2023-01-13T00:00:00+01:00,703307,2709
Niedersachsen,03,2023-01-13T00:00:00+01:00,3787783,12719
Nordrhein-Westfalen,05,2023-01-13T00:00:00+01:00,7856113,30349
Rheinland-Pfalz,07,2023-01-13T00:00:00+01:00,1733012,6745
Saarland,10,2023-01-13T00:00:00+01:00,482207,2040
Sachsen,14,2023-01-13T00:00:00+01:00,1939025,16653
Sachsen-Anhalt,15,2023-01-13T00:00:00+01:00,950414,6184
Schleswig-Holstein,01,2023-01-13T00:00:00+01:00,1163292,3385
Thüringen,16,2023-01-13T00:00:00+01:00,876212,8162
