Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-05-14T00:00:00+02:00,5078515,19729
Bayern,09,2023-05-14T00:00:00+02:00,6764356,29661
Berlin,11,2023-05-14T00:00:00+02:00,1440431,5812
Brandenburg,12,2023-05-14T00:00:00+02:00,1120230,6657
Bremen,04,2023-05-14T00:00:00+02:00,305077,1012
Hamburg,02,2023-05-14T00:00:00+02:00,810872,3737
Hessen,06,2023-05-14T00:00:00+02:00,2940009,12796
Mecklenburg-Vorpommern,13,2023-05-14T00:00:00+02:00,716866,2842
Niedersachsen,03,2023-05-14T00:00:00+02:00,3879327,14334
Nordrhein-Westfalen,05,2023-05-14T00:00:00+02:00,8086240,32408
Rheinland-Pfalz,07,2023-05-14T00:00:00+02:00,1777229,7193
Saarland,10,2023-05-14T00:00:00+02:00,495510,2199
Sachsen,14,2023-05-14T00:00:00+02:00,1966211,17005
Sachsen-Anhalt,15,2023-05-14T00:00:00+02:00,966844,6389
Schleswig-Holstein,01,2023-05-14T00:00:00+02:00,1181531,3601
Thüringen,16,2023-05-14T00:00:00+02:00,888374,8422
