Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-06T00:00:00+02:00,37574,1851
Bayern,2020-08-06T00:00:00+02:00,51582,2624
Berlin,2020-08-06T00:00:00+02:00,9490,224
Brandenburg,2020-08-06T00:00:00+02:00,3597,168
Bremen,2020-08-06T00:00:00+02:00,1792,56
Hamburg,2020-08-06T00:00:00+02:00,5486,261
Hessen,2020-08-06T00:00:00+02:00,12310,523
Mecklenburg-Vorpommern,2020-08-06T00:00:00+02:00,907,20
Niedersachsen,2020-08-06T00:00:00+02:00,14723,654
Nordrhein-Westfalen,2020-08-06T00:00:00+02:00,50493,1752
Rheinland-Pfalz,2020-08-06T00:00:00+02:00,7667,239
Saarland,2020-08-06T00:00:00+02:00,2897,174
Sachsen,2020-08-06T00:00:00+02:00,5570,225
Sachsen-Anhalt,2020-08-06T00:00:00+02:00,2044,64
Schleswig-Holstein,2020-08-06T00:00:00+02:00,3534,158
Thüringen,2020-08-06T00:00:00+02:00,3401,182
