Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-21T00:00:00+02:00,484507,9811
Bayern,09,2021-05-21T00:00:00+02:00,631921,14740
Berlin,11,2021-05-21T00:00:00+02:00,176753,3422
Brandenburg,12,2021-05-21T00:00:00+02:00,107425,3693
Bremen,04,2021-05-21T00:00:00+02:00,26778,471
Hamburg,02,2021-05-21T00:00:00+02:00,75479,1541
Hessen,06,2021-05-21T00:00:00+02:00,282450,7189
Mecklenburg-Vorpommern,13,2021-05-21T00:00:00+02:00,43433,1103
Niedersachsen,03,2021-05-21T00:00:00+02:00,254959,5548
Nordrhein-Westfalen,05,2021-05-21T00:00:00+02:00,794195,16446
Rheinland-Pfalz,07,2021-05-21T00:00:00+02:00,150619,3678
Saarland,10,2021-05-21T00:00:00+02:00,40148,991
Sachsen,14,2021-05-21T00:00:00+02:00,280911,9518
Sachsen-Anhalt,15,2021-05-21T00:00:00+02:00,97363,3270
Schleswig-Holstein,01,2021-05-21T00:00:00+02:00,62237,1573
Thüringen,16,2021-05-21T00:00:00+02:00,125984,4134
