Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-02-21T00:00:00+01:00,5035659,19115
Bayern,09,2023-02-21T00:00:00+01:00,6708897,28360
Berlin,11,2023-02-21T00:00:00+01:00,1424670,5516
Brandenburg,12,2023-02-21T00:00:00+01:00,1109469,6466
Bremen,04,2023-02-21T00:00:00+01:00,302124,961
Hamburg,02,2023-02-21T00:00:00+01:00,804800,3594
Hessen,06,2023-02-21T00:00:00+01:00,2907553,12292
Mecklenburg-Vorpommern,13,2023-02-21T00:00:00+01:00,709345,2754
Niedersachsen,03,2023-02-21T00:00:00+01:00,3841699,13460
Nordrhein-Westfalen,05,2023-02-21T00:00:00+01:00,7972466,31089
Rheinland-Pfalz,07,2023-02-21T00:00:00+01:00,1753783,6910
Saarland,10,2023-02-21T00:00:00+01:00,487632,2111
Sachsen,14,2023-02-21T00:00:00+01:00,1950017,16779
Sachsen-Anhalt,15,2023-02-21T00:00:00+01:00,957526,6258
Schleswig-Holstein,01,2023-02-21T00:00:00+01:00,1171664,3461
Thüringen,16,2023-02-21T00:00:00+01:00,880807,8261
