Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-17T00:00:00+02:00,26543,872
Bayern,2020-04-17T00:00:00+02:00,36027,1137
Berlin,2020-04-17T00:00:00+02:00,4945,84
Brandenburg,2020-04-17T00:00:00+02:00,2120,60
Bremen,2020-04-17T00:00:00+02:00,556,22
Hamburg,2020-04-17T00:00:00+02:00,4005,84
Hessen,2020-04-17T00:00:00+02:00,6705,197
Mecklenburg-Vorpommern,2020-04-17T00:00:00+02:00,634,13
Niedersachsen,2020-04-17T00:00:00+02:00,8442,274
Nordrhein-Westfalen,2020-04-17T00:00:00+02:00,27030,726
Rheinland-Pfalz,2020-04-17T00:00:00+02:00,5211,92
Saarland,2020-04-17T00:00:00+02:00,2254,76
Sachsen,2020-04-17T00:00:00+02:00,4048,95
Sachsen-Anhalt,2020-04-17T00:00:00+02:00,1279,28
Schleswig-Holstein,2020-04-17T00:00:00+02:00,2349,59
Thüringen,2020-04-17T00:00:00+02:00,1682,49
