Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-14T00:00:00+02:00,55639,1909
Bayern,2020-10-14T00:00:00+02:00,74459,2693
Berlin,2020-10-14T00:00:00+02:00,19033,237
Brandenburg,2020-10-14T00:00:00+02:00,4997,172
Bremen,2020-10-14T00:00:00+02:00,3166,62
Hamburg,2020-10-14T00:00:00+02:00,9153,278
Hessen,2020-10-14T00:00:00+02:00,22819,567
Mecklenburg-Vorpommern,2020-10-14T00:00:00+02:00,1472,20
Niedersachsen,2020-10-14T00:00:00+02:00,23560,702
Nordrhein-Westfalen,2020-10-14T00:00:00+02:00,82356,1923
Rheinland-Pfalz,2020-10-14T00:00:00+02:00,12410,260
Saarland,2020-10-14T00:00:00+02:00,3867,177
Sachsen,2020-10-14T00:00:00+02:00,8742,250
Sachsen-Anhalt,2020-10-14T00:00:00+02:00,2966,68
Schleswig-Holstein,2020-10-14T00:00:00+02:00,5391,163
Thüringen,2020-10-14T00:00:00+02:00,4555,196
