Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-10-02T00:00:00+02:00,575027,10691
Bayern,09,2021-10-02T00:00:00+02:00,732562,15667
Berlin,11,2021-10-02T00:00:00+02:00,207063,3628
Brandenburg,12,2021-10-02T00:00:00+02:00,116475,3852
Bremen,04,2021-10-02T00:00:00+02:00,33062,510
Hamburg,02,2021-10-02T00:00:00+02:00,92022,1741
Hessen,06,2021-10-02T00:00:00+02:00,334204,7752
Mecklenburg-Vorpommern,13,2021-10-02T00:00:00+02:00,49084,1202
Niedersachsen,03,2021-10-02T00:00:00+02:00,301361,5962
Nordrhein-Westfalen,05,2021-10-02T00:00:00+02:00,961527,17851
Rheinland-Pfalz,07,2021-10-02T00:00:00+02:00,181182,3998
Saarland,10,2021-10-02T00:00:00+02:00,47530,1052
Sachsen,14,2021-10-02T00:00:00+02:00,298217,10229
Sachsen-Anhalt,15,2021-10-02T00:00:00+02:00,104392,3540
Schleswig-Holstein,01,2021-10-02T00:00:00+02:00,76478,1687
Thüringen,16,2021-10-02T00:00:00+02:00,135950,4415
