Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2020-12-23T00:00:00+01:00,3648,88
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2020-12-23T00:00:00+01:00,914,29
Biberach,Baden-Württemberg,08426000,2020-12-23T00:00:00+01:00,3128,65
Bodenseekreis,Baden-Württemberg,08435000,2020-12-23T00:00:00+01:00,2657,22
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2020-12-23T00:00:00+01:00,4341,106
Böblingen,Baden-Württemberg,08115000,2020-12-23T00:00:00+01:00,8206,117
Calw,Baden-Württemberg,08235000,2020-12-23T00:00:00+01:00,3728,76
Emmendingen,Baden-Württemberg,08316000,2020-12-23T00:00:00+01:00,3028,92
Enzkreis,Baden-Württemberg,08236000,2020-12-23T00:00:00+01:00,4489,100
Esslingen,Baden-Württemberg,08116000,2020-12-23T00:00:00+01:00,11626,235
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2020-12-23T00:00:00+01:00,3828,107
Freudenstadt,Baden-Württemberg,08237000,2020-12-23T00:00:00+01:00,2394,67
Göppingen,Baden-Württemberg,08117000,2020-12-23T00:00:00+01:00,5335,113
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2020-12-23T00:00:00+01:00,2671,27
Heidenheim,Baden-Württemberg,08135000,2020-12-23T00:00:00+01:00,2475,98
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2020-12-23T00:00:00+01:00,3840,53
Heilbronn (Landkreis),Baden-Württemberg,08125000,2020-12-23T00:00:00+01:00,6784,93
Hohenlohekreis,Baden-Württemberg,08126000,2020-12-23T00:00:00+01:00,2101,62
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2020-12-23T00:00:00+01:00,4516,72
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2020-12-23T00:00:00+01:00,7724,209
Konstanz,Baden-Württemberg,08335000,2020-12-23T00:00:00+01:00,4272,90
Ludwigsburg,Baden-Württemberg,08118000,2020-12-23T00:00:00+01:00,12477,221
Lörrach,Baden-Württemberg,08336000,2020-12-23T00:00:00+01:00,5164,127
Main-Tauber-Kreis,Baden-Württemberg,08128000,2020-12-23T00:00:00+01:00,1969,20
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2020-12-23T00:00:00+01:00,7579,109
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2020-12-23T00:00:00+01:00,2658,60
Ortenaukreis,Baden-Württemberg,08317000,2020-12-23T00:00:00+01:00,8326,218
Ostalbkreis,Baden-Württemberg,08136000,2020-12-23T00:00:00+01:00,6450,122
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2020-12-23T00:00:00+01:00,3623,53
Rastatt,Baden-Württemberg,08216000,2020-12-23T00:00:00+01:00,3808,64
Ravensburg,Baden-Württemberg,08436000,2020-12-23T00:00:00+01:00,3669,34
Rems-Murr-Kreis,Baden-Württemberg,08119000,2020-12-23T00:00:00+01:00,9560,189
Reutlingen,Baden-Württemberg,08415000,2020-12-23T00:00:00+01:00,6475,118
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2020-12-23T00:00:00+01:00,10251,180
Rottweil,Baden-Württemberg,08325000,2020-12-23T00:00:00+01:00,3316,79
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2020-12-23T00:00:00+01:00,4234,94
Schwäbisch Hall,Baden-Württemberg,08127000,2020-12-23T00:00:00+01:00,3248,86
Sigmaringen,Baden-Württemberg,08437000,2020-12-23T00:00:00+01:00,1999,40
Stuttgart,Baden-Württemberg,08111000,2020-12-23T00:00:00+01:00,13873,166
Tuttlingen,Baden-Württemberg,08327000,2020-12-23T00:00:00+01:00,3088,66
Tübingen,Baden-Württemberg,08416000,2020-12-23T00:00:00+01:00,4621,94
Ulm (Stadtkreis),Baden-Württemberg,08421000,2020-12-23T00:00:00+01:00,2642,36
Waldshut,Baden-Württemberg,08337000,2020-12-23T00:00:00+01:00,3091,73
Zollernalbkreis,Baden-Württemberg,08417000,2020-12-23T00:00:00+01:00,3638,97
Aichach-Friedberg,Bayern,09771000,2020-12-23T00:00:00+01:00,2577,49
Altötting,Bayern,09171000,2020-12-23T00:00:00+01:00,2771,93
Amberg,Bayern,09361000,2020-12-23T00:00:00+01:00,619,8
Amberg-Sulzbach,Bayern,09371000,2020-12-23T00:00:00+01:00,2169,83
Ansbach (Stadt),Bayern,09561000,2020-12-23T00:00:00+01:00,684,13
Ansbach (Landkreis),Bayern,09571000,2020-12-23T00:00:00+01:00,3174,72
Aschaffenburg (Stadt),Bayern,09661000,2020-12-23T00:00:00+01:00,1299,23
Aschaffenburg (Landkreis),Bayern,09671000,2020-12-23T00:00:00+01:00,3533,77
Augsburg (Stadt),Bayern,09761000,2020-12-23T00:00:00+01:00,8850,178
Augsburg (Landkreis),Bayern,09772000,2020-12-23T00:00:00+01:00,5757,74
Bad Kissingen,Bayern,09672000,2020-12-23T00:00:00+01:00,1349,28
Bad Tölz-Wolfratshausen,Bayern,09173000,2020-12-23T00:00:00+01:00,2421,20
Bamberg (Stadt),Bayern,09461000,2020-12-23T00:00:00+01:00,1317,41
Bamberg (Landkreis),Bayern,09471000,2020-12-23T00:00:00+01:00,2266,59
Bayreuth (Stadt),Bayern,09462000,2020-12-23T00:00:00+01:00,1098,25
Bayreuth (Landkreis),Bayern,09472000,2020-12-23T00:00:00+01:00,1591,36
Berchtesgadener Land,Bayern,09172000,2020-12-23T00:00:00+01:00,2495,58
Cham,Bayern,09372000,2020-12-23T00:00:00+01:00,2297,48
Coburg (Stadt),Bayern,09463000,2020-12-23T00:00:00+01:00,821,14
Coburg (Landkreis),Bayern,09473000,2020-12-23T00:00:00+01:00,2037,74
Dachau,Bayern,09174000,2020-12-23T00:00:00+01:00,4283,78
Deggendorf,Bayern,09271000,2020-12-23T00:00:00+01:00,2439,46
Dillingen a.d. Donau,Bayern,09773000,2020-12-23T00:00:00+01:00,1828,69
Dingolfing-Landau,Bayern,09279000,2020-12-23T00:00:00+01:00,2343,48
Donau-Ries,Bayern,09779000,2020-12-23T00:00:00+01:00,2463,53
Ebersberg,Bayern,09175000,2020-12-23T00:00:00+01:00,3305,59
Eichstätt,Bayern,09176000,2020-12-23T00:00:00+01:00,2292,45
Erding,Bayern,09177000,2020-12-23T00:00:00+01:00,3832,29
Erlangen,Bayern,09562000,2020-12-23T00:00:00+01:00,1982,35
Erlangen-Höchstadt,Bayern,09572000,2020-12-23T00:00:00+01:00,2343,61
Forchheim,Bayern,09474000,2020-12-23T00:00:00+01:00,1973,35
