Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-12-04T00:00:00+01:00,4903262,18252
Bayern,09,2022-12-04T00:00:00+01:00,6546146,27149
Berlin,11,2022-12-04T00:00:00+01:00,1366214,5148
Brandenburg,12,2022-12-04T00:00:00+01:00,1062490,6193
Bremen,04,2022-12-04T00:00:00+01:00,287057,889
Hamburg,02,2022-12-04T00:00:00+01:00,779609,3267
Hessen,06,2022-12-04T00:00:00+01:00,2796257,11712
Mecklenburg-Vorpommern,13,2022-12-04T00:00:00+01:00,676850,2589
Niedersachsen,03,2022-12-04T00:00:00+01:00,3608659,11825
Nordrhein-Westfalen,05,2022-12-04T00:00:00+01:00,7557352,29120
Rheinland-Pfalz,07,2022-12-04T00:00:00+01:00,1687709,6561
Saarland,10,2022-12-04T00:00:00+01:00,470474,1979
Sachsen,14,2022-12-04T00:00:00+01:00,1902091,16381
Sachsen-Anhalt,15,2022-12-04T00:00:00+01:00,927962,6050
Schleswig-Holstein,01,2022-12-04T00:00:00+01:00,1122119,3159
Thüringen,16,2022-12-04T00:00:00+01:00,863610,7924
