Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-16T00:00:00+02:00,3747115,16219
Bayern,09,2022-06-16T00:00:00+02:00,5007148,24220
Berlin,11,2022-06-16T00:00:00+02:00,1070534,4633
Brandenburg,12,2022-06-16T00:00:00+02:00,803433,5697
Bremen,04,2022-06-16T00:00:00+02:00,207331,782
Hamburg,02,2022-06-16T00:00:00+02:00,603996,2693
Hessen,06,2022-06-16T00:00:00+02:00,1938291,10253
Mecklenburg-Vorpommern,13,2022-06-16T00:00:00+02:00,497406,2244
Niedersachsen,03,2022-06-16T00:00:00+02:00,2476520,9483
Nordrhein-Westfalen,05,2022-06-16T00:00:00+02:00,5473994,25581
Rheinland-Pfalz,07,2022-06-16T00:00:00+02:00,1194022,5719
Saarland,10,2022-06-16T00:00:00+02:00,325175,1702
Sachsen,14,2022-06-16T00:00:00+02:00,1528755,15568
Sachsen-Anhalt,15,2022-06-16T00:00:00+02:00,727216,5387
Schleswig-Holstein,01,2022-06-16T00:00:00+02:00,779350,2582
Thüringen,16,2022-06-16T00:00:00+02:00,716285,7336
