Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-09-30T00:00:00+02:00,9905,182
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-09-30T00:00:00+02:00,2526,70
Biberach,Baden-Württemberg,08426000,2021-09-30T00:00:00+02:00,10079,183
Bodenseekreis,Baden-Württemberg,08435000,2021-09-30T00:00:00+02:00,9006,166
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-09-30T00:00:00+02:00,9855,193
Böblingen,Baden-Württemberg,08115000,2021-09-30T00:00:00+02:00,19612,282
Calw,Baden-Württemberg,08235000,2021-09-30T00:00:00+02:00,9247,187
Emmendingen,Baden-Württemberg,08316000,2021-09-30T00:00:00+02:00,7066,160
Enzkreis,Baden-Württemberg,08236000,2021-09-30T00:00:00+02:00,10752,267
Esslingen,Baden-Württemberg,08116000,2021-09-30T00:00:00+02:00,29658,564
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-09-30T00:00:00+02:00,8912,166
Freudenstadt,Baden-Württemberg,08237000,2021-09-30T00:00:00+02:00,6085,162
Göppingen,Baden-Württemberg,08117000,2021-09-30T00:00:00+02:00,14598,250
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-09-30T00:00:00+02:00,5895,65
Heidenheim,Baden-Württemberg,08135000,2021-09-30T00:00:00+02:00,7090,166
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-09-30T00:00:00+02:00,10046,140
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-09-30T00:00:00+02:00,18500,207
Hohenlohekreis,Baden-Württemberg,08126000,2021-09-30T00:00:00+02:00,6443,139
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-09-30T00:00:00+02:00,12431,225
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-09-30T00:00:00+02:00,21501,486
Konstanz,Baden-Württemberg,08335000,2021-09-30T00:00:00+02:00,12988,302
Ludwigsburg,Baden-Württemberg,08118000,2021-09-30T00:00:00+02:00,30344,523
Lörrach,Baden-Württemberg,08336000,2021-09-30T00:00:00+02:00,11234,307
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-09-30T00:00:00+02:00,5918,91
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-09-30T00:00:00+02:00,19080,310
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-09-30T00:00:00+02:00,7062,143
Ortenaukreis,Baden-Württemberg,08317000,2021-09-30T00:00:00+02:00,21907,590
Ostalbkreis,Baden-Württemberg,08136000,2021-09-30T00:00:00+02:00,17359,421
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-09-30T00:00:00+02:00,9041,210
Rastatt,Baden-Württemberg,08216000,2021-09-30T00:00:00+02:00,11408,205
Ravensburg,Baden-Württemberg,08436000,2021-09-30T00:00:00+02:00,12696,145
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-09-30T00:00:00+02:00,23215,371
Reutlingen,Baden-Württemberg,08415000,2021-09-30T00:00:00+02:00,15576,274
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-09-30T00:00:00+02:00,25747,450
Rottweil,Baden-Württemberg,08325000,2021-09-30T00:00:00+02:00,9014,167
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-09-30T00:00:00+02:00,11617,218
Schwäbisch Hall,Baden-Württemberg,08127000,2021-09-30T00:00:00+02:00,12366,266
Sigmaringen,Baden-Württemberg,08437000,2021-09-30T00:00:00+02:00,6396,88
Stuttgart,Baden-Württemberg,08111000,2021-09-30T00:00:00+02:00,34720,499
Tuttlingen,Baden-Württemberg,08327000,2021-09-30T00:00:00+02:00,8602,161
Tübingen,Baden-Württemberg,08416000,2021-09-30T00:00:00+02:00,10753,189
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-09-30T00:00:00+02:00,6739,86
Waldshut,Baden-Württemberg,08337000,2021-09-30T00:00:00+02:00,8460,219
Zollernalbkreis,Baden-Württemberg,08417000,2021-09-30T00:00:00+02:00,10534,179
Aichach-Friedberg,Bayern,09771000,2021-09-30T00:00:00+02:00,5932,101
Altötting,Bayern,09171000,2021-09-30T00:00:00+02:00,6913,215
Amberg,Bayern,09361000,2021-09-30T00:00:00+02:00,2094,27
Amberg-Sulzbach,Bayern,09371000,2021-09-30T00:00:00+02:00,5107,160
Ansbach (Stadt),Bayern,09561000,2021-09-30T00:00:00+02:00,2114,45
Ansbach (Landkreis),Bayern,09571000,2021-09-30T00:00:00+02:00,9110,199
Aschaffenburg (Stadt),Bayern,09661000,2021-09-30T00:00:00+02:00,4055,117
Aschaffenburg (Landkreis),Bayern,09671000,2021-09-30T00:00:00+02:00,8849,215
Augsburg (Stadt),Bayern,09761000,2021-09-30T00:00:00+02:00,20935,415
Augsburg (Landkreis),Bayern,09772000,2021-09-30T00:00:00+02:00,12933,237
Bad Kissingen,Bayern,09672000,2021-09-30T00:00:00+02:00,3939,105
Bad Tölz-Wolfratshausen,Bayern,09173000,2021-09-30T00:00:00+02:00,5991,81
Bamberg (Stadt),Bayern,09461000,2021-09-30T00:00:00+02:00,3584,109
Bamberg (Landkreis),Bayern,09471000,2021-09-30T00:00:00+02:00,6207,146
Bayreuth (Stadt),Bayern,09462000,2021-09-30T00:00:00+02:00,3779,110
Bayreuth (Landkreis),Bayern,09472000,2021-09-30T00:00:00+02:00,5127,163
Berchtesgadener Land,Bayern,09172000,2021-09-30T00:00:00+02:00,7335,102
Cham,Bayern,09372000,2021-09-30T00:00:00+02:00,7657,184
Coburg (Stadt),Bayern,09463000,2021-09-30T00:00:00+02:00,2554,92
Coburg (Landkreis),Bayern,09473000,2021-09-30T00:00:00+02:00,5150,161
Dachau,Bayern,09174000,2021-09-30T00:00:00+02:00,9526,145
Deggendorf,Bayern,09271000,2021-09-30T00:00:00+02:00,7701,160
Dillingen a.d. Donau,Bayern,09773000,2021-09-30T00:00:00+02:00,4417,131
Dingolfing-Landau,Bayern,09279000,2021-09-30T00:00:00+02:00,6557,101
Donau-Ries,Bayern,09779000,2021-09-30T00:00:00+02:00,6721,167
Ebersberg,Bayern,09175000,2021-09-30T00:00:00+02:00,7333,182
Eichstätt,Bayern,09176000,2021-09-30T00:00:00+02:00,5942,100
Erding,Bayern,09177000,2021-09-30T00:00:00+02:00,8093,118
Erlangen,Bayern,09562000,2021-09-30T00:00:00+02:00,4512,98
Erlangen-Höchstadt,Bayern,09572000,2021-09-30T00:00:00+02:00,5948,132
Forchheim,Bayern,09474000,2021-09-30T00:00:00+02:00,5198,113
Freising,Bayern,09178000,2021-09-30T00:00:00+02:00,9398,138
Freyung-Grafenau,Bayern,09272000,2021-09-30T00:00:00+02:00,5251,128
Fürstenfeldbruck,Bayern,09179000,2021-09-30T00:00:00+02:00,10976,149
Fürth (Stadt),Bayern,09563000,2021-09-30T00:00:00+02:00,8601,227
Fürth (Landkreis),Bayern,09573000,2021-09-30T00:00:00+02:00,5881,212
Garmisch-Partenkirchen,Bayern,09180000,2021-09-30T00:00:00+02:00,3946,88
Günzburg,Bayern,09774000,2021-09-30T00:00:00+02:00,7729,110
Haßberge,Bayern,09674000,2021-09-30T00:00:00+02:00,4439,89
Hof (Stadt),Bayern,09464000,2021-09-30T00:00:00+02:00,4199,118
Hof (Landkreis),Bayern,09475000,2021-09-30T00:00:00+02:00,6623,157
Ingolstadt,Bayern,09161000,2021-09-30T00:00:00+02:00,7478,136
Kaufbeuren,Bayern,09762000,2021-09-30T00:00:00+02:00,2720,59
Kelheim,Bayern,09273000,2021-09-30T00:00:00+02:00,6778,111
Kempten (Allgäu),Bayern,09763000,2021-09-30T00:00:00+02:00,3676,44
Kitzingen,Bayern,09675000,2021-09-30T00:00:00+02:00,3638,87
Kronach,Bayern,09476000,2021-09-30T00:00:00+02:00,4410,98
Kulmbach,Bayern,09477000,2021-09-30T00:00:00+02:00,4327,119
Landsberg am Lech,Bayern,09181000,2021-09-30T00:00:00+02:00,4704,72
Landshut (Stadt),Bayern,09261000,2021-09-30T00:00:00+02:00,4636,120
Landshut (Landkreis),Bayern,09274000,2021-09-30T00:00:00+02:00,8916,172
Lichtenfels,Bayern,09478000,2021-09-30T00:00:00+02:00,3811,86
Lindau (Bodensee),Bayern,09776000,2021-09-30T00:00:00+02:00,3886,64
Main-Spessart,Bayern,09677000,2021-09-30T00:00:00+02:00,5112,216
Memmingen,Bayern,09764000,2021-09-30T00:00:00+02:00,2615,26
Miesbach,Bayern,09182000,2021-09-30T00:00:00+02:00,5210,86
Miltenberg,Bayern,09676000,2021-09-30T00:00:00+02:00,6685,133
Mühldorf a. Inn,Bayern,09183000,2021-09-30T00:00:00+02:00,7743,158
München (Stadt),Bayern,09162000,2021-09-30T00:00:00+02:00,85950,1318
München (Landkreis),Bayern,09184000,2021-09-30T00:00:00+02:00,17524,298
Neu-Ulm,Bayern,09775000,2021-09-30T00:00:00+02:00,8910,125
Neuburg-Schrobenhausen,Bayern,09185000,2021-09-30T00:00:00+02:00,4820,84
Neumarkt i.d. OPf.,Bayern,09373000,2021-09-30T00:00:00+02:00,7405,144
Neustadt a.d. Aisch-Bad Windsheim,Bayern,09575000,2021-09-30T00:00:00+02:00,4757,108
Neustadt a.d. Waldnaab,Bayern,09374000,2021-09-30T00:00:00+02:00,5473,188
Nürnberg,Bayern,09564000,2021-09-30T00:00:00+02:00,38564,979
Nürnberger Land,Bayern,09574000,2021-09-30T00:00:00+02:00,8017,190
Oberallgäu,Bayern,09780000,2021-09-30T00:00:00+02:00,6766,88
Ostallgäu,Bayern,09777000,2021-09-30T00:00:00+02:00,8067,134
Passau (Stadt),Bayern,09262000,2021-09-30T00:00:00+02:00,3642,118
Passau (Landkreis),Bayern,09275000,2021-09-30T00:00:00+02:00,13588,380
Pfaffenhofen a.d. Ilm,Bayern,09186000,2021-09-30T00:00:00+02:00,6397,162
Regen,Bayern,09276000,2021-09-30T00:00:00+02:00,5903,165
Regensburg (Stadt),Bayern,09362000,2021-09-30T00:00:00+02:00,8138,97
Regensburg (Landkreis),Bayern,09375000,2021-09-30T00:00:00+02:00,9214,210
Rhön-Grabfeld,Bayern,09673000,2021-09-30T00:00:00+02:00,3874,90
Rosenheim (Stadt),Bayern,09163000,2021-09-30T00:00:00+02:00,4730,73
Rosenheim (Landkreis),Bayern,09187000,2021-09-30T00:00:00+02:00,16528,472
Roth,Bayern,09576000,2021-09-30T00:00:00+02:00,6312,176
Rottal-Inn,Bayern,09277000,2021-09-30T00:00:00+02:00,8251,188
Schwabach,Bayern,09565000,2021-09-30T00:00:00+02:00,2422,108
Schwandorf,Bayern,09376000,2021-09-30T00:00:00+02:00,9042,159
Schweinfurt (Stadt),Bayern,09662000,2021-09-30T00:00:00+02:00,3670,95
Schweinfurt (Landkreis),Bayern,09678000,2021-09-30T00:00:00+02:00,5733,142
Starnberg,Bayern,09188000,2021-09-30T00:00:00+02:00,5929,123
Straubing,Bayern,09263000,2021-09-30T00:00:00+02:00,2650,89
Straubing-Bogen,Bayern,09278000,2021-09-30T00:00:00+02:00,5889,141
Tirschenreuth,Bayern,09377000,2021-09-30T00:00:00+02:00,5463,266
Traunstein,Bayern,09189000,2021-09-30T00:00:00+02:00,12932,220
Unterallgäu,Bayern,09778000,2021-09-30T00:00:00+02:00,8337,173
Weiden i.d. OPf.,Bayern,09363000,2021-09-30T00:00:00+02:00,2889,98
Weilheim-Schongau,Bayern,09190000,2021-09-30T00:00:00+02:00,5953,84
Weißenburg-Gunzenhausen,Bayern,09577000,2021-09-30T00:00:00+02:00,4422,118
Wunsiedel i. Fichtelgebirge,Bayern,09479000,2021-09-30T00:00:00+02:00,5229,201
Würzburg (Stadt),Bayern,09663000,2021-09-30T00:00:00+02:00,5430,127
Würzburg (Landkreis),Bayern,09679000,2021-09-30T00:00:00+02:00,5100,82
Berlin Charlottenburg-Wilmersdorf,Berlin,,2021-09-30T00:00:00+02:00,17608,307
Berlin Friedrichshain-Kreuzberg,Berlin,,2021-09-30T00:00:00+02:00,17327,173
Berlin Lichtenberg,Berlin,,2021-09-30T00:00:00+02:00,13719,259
Berlin Marzahn-Hellersdorf,Berlin,,2021-09-30T00:00:00+02:00,12345,251
Berlin Mitte,Berlin,,2021-09-30T00:00:00+02:00,25986,310
Berlin Neukölln,Berlin,,2021-09-30T00:00:00+02:00,24296,419
Berlin Pankow,Berlin,,2021-09-30T00:00:00+02:00,17274,225
Berlin Reinickendorf,Berlin,,2021-09-30T00:00:00+02:00,16300,303
Berlin Spandau,Berlin,,2021-09-30T00:00:00+02:00,16027,260
Berlin Steglitz-Zehlendorf,Berlin,,2021-09-30T00:00:00+02:00,13891,419
Berlin Tempelhof-Schöneberg,Berlin,,2021-09-30T00:00:00+02:00,20104,482
Berlin Treptow-Köpenick,Berlin,,2021-09-30T00:00:00+02:00,11001,217
Barnim,Brandenburg,12060000,2021-09-30T00:00:00+02:00,6611,233
Brandenburg an der Havel,Brandenburg,12051000,2021-09-30T00:00:00+02:00,2599,90
Cottbus,Brandenburg,12052000,2021-09-30T00:00:00+02:00,6473,208
Dahme-Spreewald,Brandenburg,12061000,2021-09-30T00:00:00+02:00,7546,254
Elbe-Elster,Brandenburg,12062000,2021-09-30T00:00:00+02:00,7446,248
Frankfurt (Oder),Brandenburg,12053000,2021-09-30T00:00:00+02:00,2347,113
Havelland,Brandenburg,12063000,2021-09-30T00:00:00+02:00,6890,182
Märkisch-Oderland,Brandenburg,12064000,2021-09-30T00:00:00+02:00,7357,277
Oberhavel,Brandenburg,12065000,2021-09-30T00:00:00+02:00,9071,311
Oberspreewald-Lausitz,Brandenburg,12066000,2021-09-30T00:00:00+02:00,7459,261
Oder-Spree,Brandenburg,12067000,2021-09-30T00:00:00+02:00,8647,315
Ostprignitz-Ruppin,Brandenburg,12068000,2021-09-30T00:00:00+02:00,4337,155
Potsdam,Brandenburg,12054000,2021-09-30T00:00:00+02:00,7842,247
Potsdam-Mittelmark,Brandenburg,12069000,2021-09-30T00:00:00+02:00,8458,212
Prignitz,Brandenburg,12070000,2021-09-30T00:00:00+02:00,3452,165
Spree-Neiße,Brandenburg,12071000,2021-09-30T00:00:00+02:00,7993,203
