Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-03-14T00:00:00+01:00,5065565,19337
Bayern,09,2023-03-14T00:00:00+01:00,6744320,28734
Berlin,11,2023-03-14T00:00:00+01:00,1431583,5572
Brandenburg,12,2023-03-14T00:00:00+01:00,1114392,6508
Bremen,04,2023-03-14T00:00:00+01:00,303739,972
Hamburg,02,2023-03-14T00:00:00+01:00,807294,3623
Hessen,06,2023-03-14T00:00:00+01:00,2929905,12456
Mecklenburg-Vorpommern,13,2023-03-14T00:00:00+01:00,712002,2771
Niedersachsen,03,2023-03-14T00:00:00+01:00,3862501,13755
Nordrhein-Westfalen,05,2023-03-14T00:00:00+01:00,8053028,31457
Rheinland-Pfalz,07,2023-03-14T00:00:00+01:00,1770919,6981
Saarland,10,2023-03-14T00:00:00+01:00,493179,2142
Sachsen,14,2023-03-14T00:00:00+01:00,1956563,16831
Sachsen-Anhalt,15,2023-03-14T00:00:00+01:00,961583,6287
Schleswig-Holstein,01,2023-03-14T00:00:00+01:00,1175786,3485
Thüringen,16,2023-03-14T00:00:00+01:00,884394,8311
