Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-13T00:00:00+02:00,24570,677
Bayern,2020-04-13T00:00:00+02:00,33015,820
Berlin,2020-04-13T00:00:00+02:00,4601,51
Brandenburg,2020-04-13T00:00:00+02:00,1880,38
Bremen,2020-04-13T00:00:00+02:00,486,17
Hamburg,2020-04-13T00:00:00+02:00,3770,56
Hessen,2020-04-13T00:00:00+02:00,6114,135
Mecklenburg-Vorpommern,2020-04-13T00:00:00+02:00,618,11
Niedersachsen,2020-04-13T00:00:00+02:00,7723,201
Nordrhein-Westfalen,2020-04-13T00:00:00+02:00,24883,518
Rheinland-Pfalz,2020-04-13T00:00:00+02:00,4810,68
Saarland,2020-04-13T00:00:00+02:00,2079,44
Sachsen,2020-04-13T00:00:00+02:00,3655,68
Sachsen-Anhalt,2020-04-13T00:00:00+02:00,1193,24
Schleswig-Holstein,2020-04-13T00:00:00+02:00,2134,44
Thüringen,2020-04-13T00:00:00+02:00,1485,27
