Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-16T00:00:00+01:00,306401,7805
Bayern,09,2021-02-16T00:00:00+01:00,421792,11773
Berlin,11,2021-02-16T00:00:00+01:00,124979,2619
Brandenburg,12,2021-02-16T00:00:00+01:00,73381,2820
Bremen,04,2021-02-16T00:00:00+01:00,17001,314
Hamburg,02,2021-02-16T00:00:00+01:00,49169,1197
Hessen,06,2021-02-16T00:00:00+01:00,180927,5505
Mecklenburg-Vorpommern,13,2021-02-16T00:00:00+01:00,22395,645
Niedersachsen,03,2021-02-16T00:00:00+01:00,154185,3881
Nordrhein-Westfalen,05,2021-02-16T00:00:00+01:00,511231,12212
Rheinland-Pfalz,07,2021-02-16T00:00:00+01:00,98130,2907
Saarland,10,2021-02-16T00:00:00+01:00,27644,827
Sachsen,14,2021-02-16T00:00:00+01:00,187820,7190
Sachsen-Anhalt,15,2021-02-16T00:00:00+01:00,56819,2140
Schleswig-Holstein,01,2021-02-16T00:00:00+01:00,39790,1155
Thüringen,16,2021-02-16T00:00:00+01:00,71179,2614
