Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-19T00:00:00+02:00,35236,1821
Bayern,2020-06-19T00:00:00+02:00,47799,2562
Berlin,2020-06-19T00:00:00+02:00,7603,211
Brandenburg,2020-06-19T00:00:00+02:00,3374,163
Bremen,2020-06-19T00:00:00+02:00,1626,49
Hamburg,2020-06-19T00:00:00+02:00,5156,259
Hessen,2020-06-19T00:00:00+02:00,10503,499
Mecklenburg-Vorpommern,2020-06-19T00:00:00+02:00,791,20
Niedersachsen,2020-06-19T00:00:00+02:00,13097,618
Nordrhein-Westfalen,2020-06-19T00:00:00+02:00,40156,1660
Rheinland-Pfalz,2020-06-19T00:00:00+02:00,6883,234
Saarland,2020-06-19T00:00:00+02:00,2774,168
Sachsen,2020-06-19T00:00:00+02:00,5382,221
Sachsen-Anhalt,2020-06-19T00:00:00+02:00,1818,57
Schleswig-Holstein,2020-06-19T00:00:00+02:00,3131,152
Thüringen,2020-06-19T00:00:00+02:00,3205,178
