Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-18T00:00:00+02:00,35218,1816
Bayern,2020-06-18T00:00:00+02:00,47747,2556
Berlin,2020-06-18T00:00:00+02:00,7475,210
Brandenburg,2020-06-18T00:00:00+02:00,3365,163
Bremen,2020-06-18T00:00:00+02:00,1619,49
Hamburg,2020-06-18T00:00:00+02:00,5154,259
Hessen,2020-06-18T00:00:00+02:00,10440,498
Mecklenburg-Vorpommern,2020-06-18T00:00:00+02:00,787,20
Niedersachsen,2020-06-18T00:00:00+02:00,13063,618
Nordrhein-Westfalen,2020-06-18T00:00:00+02:00,39777,1658
Rheinland-Pfalz,2020-06-18T00:00:00+02:00,6874,234
Saarland,2020-06-18T00:00:00+02:00,2773,168
Sachsen,2020-06-18T00:00:00+02:00,5359,221
Sachsen-Anhalt,2020-06-18T00:00:00+02:00,1802,57
Schleswig-Holstein,2020-06-18T00:00:00+02:00,3122,152
Thüringen,2020-06-18T00:00:00+02:00,3189,177
