Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-01T00:00:00+02:00,13410,197
Bayern,2020-04-01T00:00:00+02:00,16497,225
Berlin,2020-04-01T00:00:00+02:00,2754,16
Brandenburg,2020-04-01T00:00:00+02:00,881,4
Bremen,2020-04-01T00:00:00+02:00,311,5
Hamburg,2020-04-01T00:00:00+02:00,2311,14
Hessen,2020-04-01T00:00:00+02:00,3445,21
Mecklenburg-Vorpommern,2020-04-01T00:00:00+02:00,406,3
Niedersachsen,2020-04-01T00:00:00+02:00,4382,42
Nordrhein-Westfalen,2020-04-01T00:00:00+02:00,14351,134
Rheinland-Pfalz,2020-04-01T00:00:00+02:00,2899,23
Saarland,2020-04-01T00:00:00+02:00,829,8
Sachsen,2020-04-01T00:00:00+02:00,2034,17
Sachsen-Anhalt,2020-04-01T00:00:00+02:00,750,7
Schleswig-Holstein,2020-04-01T00:00:00+02:00,1246,10
Thüringen,2020-04-01T00:00:00+02:00,860,6
