Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-19T00:00:00+02:00,557472,10553
Bayern,09,2021-09-19T00:00:00+02:00,709928,15526
Berlin,11,2021-09-19T00:00:00+02:00,201563,3616
Brandenburg,12,2021-09-19T00:00:00+02:00,114632,3834
Bremen,04,2021-09-19T00:00:00+02:00,31572,506
Hamburg,02,2021-09-19T00:00:00+02:00,89566,1691
Hessen,06,2021-09-19T00:00:00+02:00,326348,7695
Mecklenburg-Vorpommern,13,2021-09-19T00:00:00+02:00,47840,1196
Niedersachsen,03,2021-09-19T00:00:00+02:00,294104,5909
Nordrhein-Westfalen,05,2021-09-19T00:00:00+02:00,941774,17638
Rheinland-Pfalz,07,2021-09-19T00:00:00+02:00,176308,3959
Saarland,10,2021-09-19T00:00:00+02:00,46602,1046
Sachsen,14,2021-09-19T00:00:00+02:00,293651,10194
Sachsen-Anhalt,15,2021-09-19T00:00:00+02:00,102657,3518
Schleswig-Holstein,01,2021-09-19T00:00:00+02:00,74828,1677
Thüringen,16,2021-09-19T00:00:00+02:00,133271,4400
