Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-24T00:00:00+02:00,29792,1153
Bayern,2020-04-24T00:00:00+02:00,39939,1525
Berlin,2020-04-24T00:00:00+02:00,5459,112
Brandenburg,2020-04-24T00:00:00+02:00,2536,90
Bremen,2020-04-24T00:00:00+02:00,707,27
Hamburg,2020-04-24T00:00:00+02:00,4358,122
Hessen,2020-04-24T00:00:00+02:00,7712,296
Mecklenburg-Vorpommern,2020-04-24T00:00:00+02:00,661,16
Niedersachsen,2020-04-24T00:00:00+02:00,9544,364
Nordrhein-Westfalen,2020-04-24T00:00:00+02:00,31106,1052
Rheinland-Pfalz,2020-04-24T00:00:00+02:00,5731,136
Saarland,2020-04-24T00:00:00+02:00,2445,105
Sachsen,2020-04-24T00:00:00+02:00,4377,135
Sachsen-Anhalt,2020-04-24T00:00:00+02:00,1436,35
Schleswig-Holstein,2020-04-24T00:00:00+02:00,2557,88
Thüringen,2020-04-24T00:00:00+02:00,2023,65
