Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-11-12T00:00:00+01:00,4854600,17937
Bayern,09,2022-11-12T00:00:00+01:00,6499552,26796
Berlin,11,2022-11-12T00:00:00+01:00,1344987,5024
Brandenburg,12,2022-11-12T00:00:00+01:00,1041481,6098
Bremen,04,2022-11-12T00:00:00+01:00,281143,878
Hamburg,02,2022-11-12T00:00:00+01:00,767510,3203
Hessen,06,2022-11-12T00:00:00+01:00,2761542,11517
Mecklenburg-Vorpommern,13,2022-11-12T00:00:00+01:00,662793,2553
Niedersachsen,03,2022-11-12T00:00:00+01:00,3522797,11483
Nordrhein-Westfalen,05,2022-11-12T00:00:00+01:00,7413267,28527
Rheinland-Pfalz,07,2022-11-12T00:00:00+01:00,1666189,6455
Saarland,10,2022-11-12T00:00:00+01:00,464378,1947
Sachsen,14,2022-11-12T00:00:00+01:00,1881637,16293
Sachsen-Anhalt,15,2022-11-12T00:00:00+01:00,913282,5935
Schleswig-Holstein,01,2022-11-12T00:00:00+01:00,1102614,3075
Thüringen,16,2022-11-12T00:00:00+01:00,855622,7867
