Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-08-07T00:00:00+02:00,4294748,16698
Bayern,09,2022-08-07T00:00:00+02:00,5716021,25018
Berlin,11,2022-08-07T00:00:00+02:00,1195610,4727
Brandenburg,12,2022-08-07T00:00:00+02:00,890320,5798
Bremen,04,2022-08-07T00:00:00+02:00,242626,814
Hamburg,02,2022-08-07T00:00:00+02:00,694630,2855
Hessen,06,2022-08-07T00:00:00+02:00,2333594,10715
Mecklenburg-Vorpommern,13,2022-08-07T00:00:00+02:00,561655,2350
Niedersachsen,03,2022-08-07T00:00:00+02:00,2987962,10108
Nordrhein-Westfalen,05,2022-08-07T00:00:00+02:00,6339383,26544
Rheinland-Pfalz,07,2022-08-07T00:00:00+02:00,1402908,5958
Saarland,10,2022-08-07T00:00:00+02:00,386940,1783
Sachsen,14,2022-08-07T00:00:00+02:00,1670209,15734
Sachsen-Anhalt,15,2022-08-07T00:00:00+02:00,799279,5537
Schleswig-Holstein,01,2022-08-07T00:00:00+02:00,945713,2747
Thüringen,16,2022-08-07T00:00:00+02:00,766716,7472
