Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-08T00:00:00+01:00,300693,7426
Bayern,09,2021-02-08T00:00:00+01:00,413863,11146
Berlin,11,2021-02-08T00:00:00+01:00,122606,2471
Brandenburg,12,2021-02-08T00:00:00+01:00,71035,2630
Bremen,04,2021-02-08T00:00:00+01:00,16543,290
Hamburg,02,2021-02-08T00:00:00+01:00,47698,1145
Hessen,06,2021-02-08T00:00:00+01:00,177127,5182
Mecklenburg-Vorpommern,13,2021-02-08T00:00:00+01:00,21288,552
Niedersachsen,03,2021-02-08T00:00:00+01:00,148580,3596
Nordrhein-Westfalen,05,2021-02-08T00:00:00+01:00,500268,11565
Rheinland-Pfalz,07,2021-02-08T00:00:00+01:00,95727,2732
Saarland,10,2021-02-08T00:00:00+01:00,26920,786
Sachsen,14,2021-02-08T00:00:00+01:00,184791,6794
Sachsen-Anhalt,15,2021-02-08T00:00:00+01:00,54782,1978
Schleswig-Holstein,01,2021-02-08T00:00:00+01:00,37985,1016
Thüringen,16,2021-02-08T00:00:00+01:00,68639,2366
