Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-03T00:00:00+01:00,318526,8152
Bayern,09,2021-03-03T00:00:00+01:00,439746,12495
Berlin,11,2021-03-03T00:00:00+01:00,130077,2849
Brandenburg,12,2021-03-03T00:00:00+01:00,77022,3049
Bremen,04,2021-03-03T00:00:00+01:00,18149,346
Hamburg,02,2021-03-03T00:00:00+01:00,52220,1287
Hessen,06,2021-03-03T00:00:00+01:00,189743,5877
Mecklenburg-Vorpommern,13,2021-03-03T00:00:00+01:00,24859,752
Niedersachsen,03,2021-03-03T00:00:00+01:00,165838,4363
Nordrhein-Westfalen,05,2021-03-03T00:00:00+01:00,535738,13195
Rheinland-Pfalz,07,2021-03-03T00:00:00+01:00,102699,3124
Saarland,10,2021-03-03T00:00:00+01:00,29097,876
Sachsen,14,2021-03-03T00:00:00+01:00,195262,7861
Sachsen-Anhalt,15,2021-03-03T00:00:00+01:00,61119,2446
Schleswig-Holstein,01,2021-03-03T00:00:00+01:00,42825,1308
Thüringen,16,2021-03-03T00:00:00+01:00,77110,2901
