Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-03T00:00:00+01:00,857957,11883
Bayern,09,2021-12-03T00:00:00+01:00,1167598,17817
Berlin,11,2021-12-03T00:00:00+01:00,282068,3849
Brandenburg,12,2021-12-03T00:00:00+01:00,186828,4183
Bremen,04,2021-12-03T00:00:00+01:00,40308,554
Hamburg,02,2021-12-03T00:00:00+01:00,116140,1898
Hessen,06,2021-12-03T00:00:00+01:00,422403,8201
Mecklenburg-Vorpommern,13,2021-12-03T00:00:00+01:00,75321,1341
Niedersachsen,03,2021-12-03T00:00:00+01:00,384998,6412
Nordrhein-Westfalen,05,2021-12-03T00:00:00+01:00,1201564,19134
Rheinland-Pfalz,07,2021-12-03T00:00:00+01:00,239998,4302
Saarland,10,2021-12-03T00:00:00+01:00,63261,1124
Sachsen,14,2021-12-03T00:00:00+01:00,524645,11147
Sachsen-Anhalt,15,2021-12-03T00:00:00+01:00,166227,3831
Schleswig-Holstein,01,2021-12-03T00:00:00+01:00,98841,1805
Thüringen,16,2021-12-03T00:00:00+01:00,223403,5087
