Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-30T00:00:00+01:00,1012216,12955
Bayern,09,2021-12-30T00:00:00+01:00,1323008,19606
Berlin,11,2021-12-30T00:00:00+01:00,327754,4010
Brandenburg,12,2021-12-30T00:00:00+01:00,241542,4675
Bremen,04,2021-12-30T00:00:00+01:00,47165,599
Hamburg,02,2021-12-30T00:00:00+01:00,138262,1987
Hessen,06,2021-12-30T00:00:00+01:00,477279,8548
Mecklenburg-Vorpommern,13,2021-12-30T00:00:00+01:00,99761,1472
Niedersachsen,03,2021-12-30T00:00:00+01:00,440381,6814
Nordrhein-Westfalen,05,2021-12-30T00:00:00+01:00,1372712,20282
Rheinland-Pfalz,07,2021-12-30T00:00:00+01:00,277196,4619
Saarland,10,2021-12-30T00:00:00+01:00,73669,1244
Sachsen,14,2021-12-30T00:00:00+01:00,649020,12822
Sachsen-Anhalt,15,2021-12-30T00:00:00+01:00,223747,4246
Schleswig-Holstein,01,2021-12-30T00:00:00+01:00,117496,1883
Thüringen,16,2021-12-30T00:00:00+01:00,287974,5840
